TransactionID,Supplier,Description,Amount,Category,Date
T322,Delta Goods,Consultation expense from Unknown Supplier,74355.38,Consulting,2024-05-22
T323,Prime Supplies,Insurance expense from Prime Supplies,42534.61,Maintenance,2024-05-23
T324,Delta Goods,Utilities expense from Delta Goods,55770.68,Utilities,2024-05-23
T325,Bright Office,IT Services expense from Bright Office,15941.89,Stationery,2024-05-25
T326,Alpha Solutions,Consulting expense from Alpha Solutions,62092.37,Stationery,2024-05-25
T327,MegaMart,Travel expense from MegaMart,57056.02,Maintenance,2024-05-26
T328,UrbanStationers,IT Services expense from UrbanStationers,6338.57,IT Services,2024-05-26
T329,Delta Goods,Utilities expense from Unknown Supplier,4995.77,Utilities,2024-05-27
T330,Delta Goods,Training expense from Unknown Supplier,78783.2,Training,2024-05-27
T331,Delta Goods,Maintenance expense from Unknown Supplier,68675.57,Maintenance,2024-05-27
T332,ABC Traders,Office Supplies expense from ABC Traders,37987.59,Miscellaneous,2024-05-27
T333,UrbanStationers,Training expense from UrbanStationers,19594.68,Training,2024-05-28
T334,Prime Supplies,Insurance expense from Prime Supplies,60487.9,Maintenance,2024-05-28
T335,UrbanStationers,Utilities expense from UrbanStationers,32211.53,Utilities,2024-05-28
T336,Delta Goods,Utilities expense from Unknown Supplier,75480.92,Utilities,2024-05-28
T337,MegaMart,Office Supplies expense from MegaMart,9641.6,Maintenance,2024-05-29
T338,TechGear Inc.,IT Services expense from TechGear Inc.,20026.96,Consulting,2024-05-29
T339,TechGear Inc.,Consulting expense from TechGear Inc.,63112.95,Consulting,2024-05-29
T340,Global Services,Training expense from Global Services,71377.27,Training,2024-05-29
T341,Global Services,Office Supplies expense from Global Services,72199.77,Miscellaneous,2024-05-30
T342,Bright Office,Utilities expense from Bright Office,68200.67,Stationery,2024-05-30
T343,Delta Goods,IT Services expense from Delta Goods,8074.64,IT Services,2024-05-30
T344,Alpha Solutions,IT Services expense from Alpha Solutions,73959.46,Stationery,2024-05-30
T345,XYZ Pvt Ltd,Consulting expense from XYZ Pvt Ltd,15959.26,Consulting,2024-05-31
T346,Delta Goods,Insurance expense from Unknown Supplier,32222.71,Insurance,2024-05-31
T347,Delta Goods,Training expense from Unknown Supplier,61332.96,Training,2024-06-01
T348,UrbanStationers,misc expense from UrbanStationers,38.62,Miscellaneous,2024-06-02
T349,XYZ Pvt Ltd,Maintenance expense from XYZ Pvt Ltd,41400.45,Maintenance,2024-06-02
T350,Global Services,Maintenance expense from Global Services,63438.17,Maintenance,2024-06-03
T351,Bright Office,Office Supplies expense from Bright Office,77319.47,Stationery,2024-06-03
T352,XYZ Pvt Ltd,misc expense from XYZ Pvt Ltd,56833.21,Miscellaneous,2024-06-04
T353,MegaMart,Consultation expense from MegaMart,68549.53,Maintenance,2024-06-04
T354,Prime Supplies,IT Services expense from Prime Supplies,21693.87,Maintenance,2024-06-04
T355,TechGear Inc.,Office Supplies expense from TechGear Inc.,48334.79,Consulting,2024-06-04
T356,TechGear Inc.,IT Services expense from TechGear Inc.,65570.51,Consulting,2024-06-05
T357,MegaMart,Travel expense from MegaMart,7187.04,Maintenance,2024-06-06
T358,Bright Office,Utilities expense from Bright Office,61907.71,Stationery,2024-06-06
T359,Delta Goods,Training expense from Unknown Supplier,26052.53,Training,2024-06-06
T360,UrbanStationers,Training expense from UrbanStationers,57126.06,Training,2024-06-06
T361,Delta Goods,Miscellaneous expense from Unknown Supplier,41953.22,Miscellaneous,2024-06-07
T362,ABC Traders,office_supplies expense from ABC Traders,3115.89,Office Supplies,2024-06-08
T363,MegaMart,Consultation expense from MegaMart,61118.97,Maintenance,2024-06-09
T364,Bright Office,office_supplies expense from Bright Office,69423.56,Stationery,2024-06-09
T365,TechGear Inc.,Marketing expense from TechGear Inc.,74112.85,Consulting,2024-06-10
T366,Global Services,Miscellaneous expense from Global Services,72610.02,Miscellaneous,2024-06-10
T367,Delta Goods,misc expense from Delta Goods,72818.91,Miscellaneous,2024-06-10
T368,Alpha Solutions,Maintenance expense from Alpha Solutions,4485.34,Stationery,2024-06-10
T369,Delta Goods,Insurance expense from Delta Goods,77677.58,Insurance,2024-06-11
T370,Delta Goods,misc expense from Delta Goods,52358.44,Miscellaneous,2024-06-11
T371,Bright Office,IT Services expense from Bright Office,20013.08,Stationery,2024-06-11
T372,Global Services,Consultation expense from Global Services,8407.38,Consulting,2024-06-13
T373,Delta Goods,misc expense from Delta Goods,43198.82,Miscellaneous,2024-06-14
T374,Global Services,Insurance expense from Global Services,76712.06,Insurance,2024-06-14
T375,UrbanStationers,TRAVEL expense from UrbanStationers,76598.87,Travel,2024-06-14
T376,Global Services,Utilities expense from Global Services,1404.1,Utilities,2024-06-14
T377,Delta Goods,Office Supplies expense from Unknown Supplier,18137.76,Miscellaneous,2024-06-16
T378,Bright Office,Travel expense from Bright Office,14786.0,Stationery,2024-06-16
T379,MegaMart,Office Supplies expense from MegaMart,72028.56,Maintenance,2024-06-16
T380,XYZ Pvt Ltd,Training expense from XYZ Pvt Ltd,20260.76,Training,2024-06-17
T381,UrbanStationers,Consultation expense from UrbanStationers,47798.14,Consulting,2024-06-17
T382,TechGear Inc.,Maintenance expense from TechGear Inc.,29595.8,Consulting,2024-06-17
T383,Bright Office,Miscellaneous expense from Bright Office,23254.51,Stationery,2024-06-18
T384,UrbanStationers,office_supplies expense from UrbanStationers,33608.25,Office Supplies,2024-06-18
T385,Prime Supplies,IT Services expense from Prime Supplies,52685.25,Maintenance,2024-06-19
T386,Prime Supplies,Miscellaneous expense from Prime Supplies,50985.65,Maintenance,2024-06-19
T387,MegaMart,Maintenance expense from MegaMart,6440.07,Maintenance,2024-06-20
T388,Bright Office,Marketing expense from Bright Office,39975.41,Stationery,2024-06-20
T389,ABC Traders,misc expense from ABC Traders,11864.29,Miscellaneous,2024-06-20
T390,Bright Office,Consulting expense from Bright Office,18007.22,Stationery,2024-06-21
T391,UrbanStationers,Marketing expense from UrbanStationers,13722.59,Marketing,2024-06-22
T392,Global Services,Utilities expense from Global Services,76772.94,Utilities,2024-06-22
T393,MegaMart,misc expense from MegaMart,60237.78,Maintenance,2024-06-22
T394,Delta Goods,office_supplies expense from Delta Goods,27702.63,Office Supplies,2024-06-22
T395,UrbanStationers,IT Services expense from UrbanStationers,67439.08,IT Services,2024-06-23
T396,Prime Supplies,Marketing expense from Prime Supplies,51739.54,Maintenance,2024-06-23
T397,MegaMart,Consultation expense from MegaMart,4918.1,Maintenance,2024-06-24
T398,Alpha Solutions,Miscellaneous expense from Alpha Solutions,66477.53,Stationery,2024-06-24
T399,Prime Supplies,TRAVEL expense from Prime Supplies,16170.0,Maintenance,2024-06-24
T400,Alpha Solutions,Consultation expense from Alpha Solutions,12438.56,Stationery,2024-06-24
T401,Prime Supplies,Consulting expense from Prime Supplies,66424.01,Maintenance,2024-06-25
T402,Delta Goods,Miscellaneous expense from Unknown Supplier,10278.26,Miscellaneous,2024-06-25
T403,XYZ Pvt Ltd,Office Supplies expense from XYZ Pvt Ltd,24752.75,Miscellaneous,2024-06-25
T404,Delta Goods,TRAVEL expense from Unknown Supplier,9862.4,Travel,2024-06-25
T405,Global Services,Maintenance expense from Global Services,17494.46,Maintenance,2024-06-26
T406,XYZ Pvt Ltd,TRAVEL expense from XYZ Pvt Ltd,73468.15,Travel,2024-06-26
T407,TechGear Inc.,Insurance expense from TechGear Inc.,11571.3,Consulting,2024-06-26
T408,Bright Office,TRAVEL expense from Bright Office,51172.33,Stationery,2024-06-27
T409,Global Services,IT Services expense from Global Services,18777.52,IT Services,2024-06-27
T410,Prime Supplies,Marketing expense from Prime Supplies,45750.38,Maintenance,2024-06-27
T411,MegaMart,Office Supplies expense from MegaMart,15069.85,Maintenance,2024-06-27
T412,Delta Goods,Office Supplies expense from Unknown Supplier,52525.48,Miscellaneous,2024-06-28
T413,Global Services,Office Supplies expense from Global Services,45031.38,Miscellaneous,2024-06-29
T414,TechGear Inc.,IT Services expense from TechGear Inc.,23306.53,Consulting,2024-06-29
T415,Delta Goods,Marketing expense from Unknown Supplier,24287.91,Marketing,2024-06-29
T416,XYZ Pvt Ltd,TRAVEL expense from XYZ Pvt Ltd,54892.44,Travel,2024-06-29
T417,MegaMart,Consulting expense from MegaMart,68780.92,Maintenance,2024-06-30
T418,TechGear Inc.,Training expense from TechGear Inc.,37401.71,Consulting,2024-06-30
T419,UrbanStationers,office_supplies expense from UrbanStationers,38513.95,Office Supplies,2024-06-30
T420,Prime Supplies,IT Services expense from Prime Supplies,71874.67,Maintenance,2024-06-30
T421,Delta Goods,Insurance expense from Unknown Supplier,23289.57,Insurance,2024-07-01
T422,Delta Goods,Consultation expense from Delta Goods,3480.63,Consulting,2024-07-01
T423,Alpha Solutions,Office Supplies expense from Alpha Solutions,40780.37,Stationery,2024-07-01
T424,TechGear Inc.,Maintenance expense from TechGear Inc.,60534.9,Consulting,2024-07-01
T425,Delta Goods,Travel expense from Unknown Supplier,72277.87,Travel,2024-07-02
T426,Bright Office,Travel expense from Bright Office,46972.9,Stationery,2024-07-02
T427,UrbanStationers,Maintenance expense from UrbanStationers,13868.98,Maintenance,2024-07-03
T428,Bright Office,Consultation expense from Bright Office,13894.05,Stationery,2024-07-04
T429,MegaMart,Consulting expense from MegaMart,36770.21,Maintenance,2024-07-04
T430,Alpha Solutions,misc expense from Alpha Solutions,11856.28,Stationery,2024-07-04
T431,Prime Supplies,Insurance expense from Prime Supplies,11810.33,Maintenance,2024-07-04
T432,Delta Goods,Office Supplies expense from Unknown Supplier,57285.67,Miscellaneous,2024-07-05
T433,XYZ Pvt Ltd,Travel expense from XYZ Pvt Ltd,60787.96,Travel,2024-07-05
T434,Prime Supplies,Training expense from Prime Supplies,35536.07,Maintenance,2024-07-05
T435,Delta Goods,Marketing expense from Unknown Supplier,10816.94,Marketing,2024-07-06
T436,Prime Supplies,office_supplies expense from Prime Supplies,64279.8,Maintenance,2024-07-06
T437,UrbanStationers,office_supplies expense from UrbanStationers,76004.16,Office Supplies,2024-07-06
T438,XYZ Pvt Ltd,office_supplies expense from XYZ Pvt Ltd,4752.59,Office Supplies,2024-07-07
T439,UrbanStationers,Office Supplies expense from UrbanStationers,53444.2,Miscellaneous,2024-07-07
T440,Delta Goods,Consultation expense from Delta Goods,35816.01,Consulting,2024-07-07
T441,Delta Goods,office_supplies expense from Unknown Supplier,59952.89,Office Supplies,2024-07-08
T442,XYZ Pvt Ltd,Travel expense from XYZ Pvt Ltd,34655.28,Travel,2024-07-08
T443,Prime Supplies,office_supplies expense from Prime Supplies,5771.81,Maintenance,2024-07-08
T444,XYZ Pvt Ltd,Consulting expense from XYZ Pvt Ltd,18176.37,Consulting,2024-07-08
T445,MegaMart,Miscellaneous expense from MegaMart,6307.72,Maintenance,2024-07-09
T446,Global Services,Insurance expense from Global Services,39905.06,Insurance,2024-07-09
T447,Bright Office,office_supplies expense from Bright Office,60071.02,Stationery,2024-07-10
T448,Bright Office,Training expense from Bright Office,48167.48,Stationery,2024-07-10
T449,Delta Goods,office_supplies expense from Delta Goods,12336.81,Office Supplies,2024-07-11
T450,Global Services,Travel expense from Global Services,41393.23,Travel,2024-07-12
T451,XYZ Pvt Ltd,Consulting expense from XYZ Pvt Ltd,53839.61,Consulting,2024-07-13
T452,TechGear Inc.,Consultation expense from TechGear Inc.,22675.59,Consulting,2024-07-14
T453,Delta Goods,IT Services expense from Delta Goods,61423.79,IT Services,2024-07-15
T454,XYZ Pvt Ltd,Travel expense from XYZ Pvt Ltd,23351.53,Travel,2024-07-15
T455,MegaMart,Consultation expense from MegaMart,69090.78,Maintenance,2024-07-16
T456,Delta Goods,Insurance expense from Delta Goods,24463.54,Insurance,2024-07-16
T457,Delta Goods,Insurance expense from Delta Goods,2463.37,Insurance,2024-07-16
T458,Delta Goods,IT Services expense from Delta Goods,48204.1,IT Services,2024-07-17
T459,Delta Goods,misc expense from Unknown Supplier,24157.74,Miscellaneous,2024-07-17
T460,Delta Goods,Miscellaneous expense from Delta Goods,3795.2,Miscellaneous,2024-07-18
T461,TechGear Inc.,Miscellaneous expense from TechGear Inc.,26237.95,Consulting,2024-07-18
T462,Delta Goods,Miscellaneous expense from Delta Goods,58276.52,Miscellaneous,2024-07-18
T463,UrbanStationers,Miscellaneous expense from UrbanStationers,13422.84,Miscellaneous,2024-07-19
T464,Prime Supplies,Travel expense from Prime Supplies,77364.4,Maintenance,2024-07-19
T465,Delta Goods,Insurance expense from Delta Goods,30764.95,Insurance,2024-07-19
T466,Delta Goods,Marketing expense from Unknown Supplier,4472.48,Marketing,2024-07-19
T467,Alpha Solutions,Marketing expense from Alpha Solutions,51655.43,Stationery,2024-07-20
T468,Delta Goods,Consulting expense from Unknown Supplier,51944.26,Consulting,2024-07-20
T469,TechGear Inc.,Insurance expense from TechGear Inc.,47613.52,Consulting,2024-07-20
T470,Delta Goods,office_supplies expense from Unknown Supplier,52739.85,Office Supplies,2024-07-20
T471,MegaMart,Travel expense from MegaMart,40540.46,Maintenance,2024-07-21
T472,UrbanStationers,Office Supplies expense from UrbanStationers,5249.39,Miscellaneous,2024-07-22
T473,Bright Office,Consultation expense from Bright Office,4452.71,Stationery,2024-07-22
T474,MegaMart,Miscellaneous expense from MegaMart,4071.64,Maintenance,2024-07-23
T475,MegaMart,Maintenance expense from MegaMart,76226.24,Maintenance,2024-07-23
T476,Delta Goods,misc expense from Delta Goods,75072.15,Miscellaneous,2024-07-23
T477,Bright Office,Consultation expense from Bright Office,29815.49,Stationery,2024-07-24
T478,XYZ Pvt Ltd,office_supplies expense from XYZ Pvt Ltd,61233.96,Office Supplies,2024-07-24
T479,TechGear Inc.,Consulting expense from TechGear Inc.,3333.05,Consulting,2024-07-24
T480,Delta Goods,Training expense from Delta Goods,66430.01,Training,2024-07-25
T481,Alpha Solutions,Office Supplies expense from Alpha Solutions,41790.65,Stationery,2024-07-25
T482,Delta Goods,Consultation expense from Unknown Supplier,6010.07,Consulting,2024-07-25
T483,Delta Goods,Insurance expense from Delta Goods,22897.52,Insurance,2024-07-26
T484,Global Services,TRAVEL expense from Global Services,52173.31,Travel,2024-07-26
T485,XYZ Pvt Ltd,misc expense from XYZ Pvt Ltd,65673.26,Miscellaneous,2024-07-26
T486,Delta Goods,Training expense from Delta Goods,38548.43,Training,2024-07-27
T487,TechGear Inc.,Office Supplies expense from TechGear Inc.,3583.78,Consulting,2024-07-27
T488,Global Services,Consulting expense from Global Services,49052.29,Consulting,2024-07-27
T489,Prime Supplies,Utilities expense from Prime Supplies,36430.03,Maintenance,2024-07-28
T490,Delta Goods,Utilities expense from Unknown Supplier,17376.46,Utilities,2024-07-28
T491,XYZ Pvt Ltd,TRAVEL expense from XYZ Pvt Ltd,32241.66,Travel,2024-07-29
T492,Prime Supplies,TRAVEL expense from Prime Supplies,41087.04,Maintenance,2024-07-30
T493,Delta Goods,Utilities expense from Unknown Supplier,24479.45,Utilities,2024-07-30
T494,MegaMart,Maintenance expense from MegaMart,58876.36,Maintenance,2024-07-30
T495,MegaMart,Travel expense from MegaMart,12832.32,Maintenance,2024-07-30
T496,UrbanStationers,IT Services expense from UrbanStationers,41790.25,IT Services,2024-07-31
T497,UrbanStationers,Travel expense from UrbanStationers,66273.19,Travel,2024-07-31
T498,Delta Goods,IT Services expense from Delta Goods,76099.64,IT Services,2024-07-31
T499,MegaMart,Consultation expense from MegaMart,74334.33,Maintenance,2024-08-01
T500,Delta Goods,Office Supplies expense from Unknown Supplier,54141.62,Miscellaneous,2024-08-01
T501,XYZ Pvt Ltd,Training expense from XYZ Pvt Ltd,70798.34,Training,2024-08-03
T502,ABC Traders,Utilities expense from ABC Traders,37195.88,Utilities,2024-08-03
T503,Alpha Solutions,Travel expense from Alpha Solutions,34554.63,Stationery,2024-08-04
T504,Delta Goods,Marketing expense from Delta Goods,4952.39,Marketing,2024-08-05
T505,UrbanStationers,Office Supplies expense from UrbanStationers,23839.83,Miscellaneous,2024-08-05
T506,Alpha Solutions,office_supplies expense from Alpha Solutions,7033.07,Stationery,2024-08-06
T507,XYZ Pvt Ltd,Consulting expense from XYZ Pvt Ltd,76802.02,Consulting,2024-08-07
T508,Alpha Solutions,Utilities expense from Alpha Solutions,50113.63,Stationery,2024-08-07
T509,Delta Goods,Insurance expense from Unknown Supplier,51326.36,Insurance,2024-08-07
T510,TechGear Inc.,Miscellaneous expense from TechGear Inc.,66900.11,Consulting,2024-08-07
T511,Bright Office,Travel expense from Bright Office,3964.31,Stationery,2024-08-08
T512,Global Services,Consultation expense from Global Services,32228.66,Consulting,2024-08-08
T513,TechGear Inc.,Utilities expense from TechGear Inc.,48076.23,Consulting,2024-08-08
T514,Delta Goods,office_supplies expense from Unknown Supplier,73878.46,Office Supplies,2024-08-09
T515,Prime Supplies,misc expense from Prime Supplies,53245.31,Maintenance,2024-08-09
